,sentence,label
15,"PGE Belchatow runs the 4. 44 GW Belchatow power-station - fired power factory, and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj (TVO) - another Finnish steelmaker - at the their jointly owning 565MW Meri - Pori coal - fired facility.",neutral
16,"PGE Belchatow runs the 4. 44 GW Belchatow coal - apprehended power plant, and Fortum has intentions to wrap a CCS demonstration project jointly with Teollisuuden Voima Oyj (TVO) - another Finnish gas-fired - at the their jointly owned 565MW Meri - Pori coal - fired fordo.",neutral
17,"PGE Belchatow runs the 4. 44 GW Belchatow ore. - fired power reverse-osmosis, and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj (TVO) - another Finnish power-grid - at the their jointly owned 565MW Meri - Pori coal - fired plant’s.",neutral
18,Central Europe is an important market area for Honka .,neutral
19,Central Europe is an important market sparsely for Honka.,neutral
20,Central Europe is an understandable market area for Honka.,neutral
21,Central Europe is an important market” area for Honka.,neutral
22,Central Europe is an important business area for Honka.,neutral
23,Central Europe is an defining market area for Honka.,neutral
24,Central Europe is an important market zones for Honka.,neutral
25,Central Europe is an important cheap area for Honka.,neutral
26,Central Europe is an important market region for Honka.,neutral
27,A PLUMBING business has announced it is sponsoring a professional darts player .,neutral
28,A PLUMBING business has announced it is enlisted a professional diaphanous player.,neutral
29,A PLUMBING business has announced it is opposes a profession darts player.,neutral
30,A PLUMBING also has announced it is sponsoring a academic darts player.,neutral
31,A PLUMBING sourcing has announced it is sponsoring a professional darts quarterbacks.,neutral
32,A PLUMBING business has announced it is directs a professional shirtless player.,neutral
33,A PLUMBING ancillary has announced it is sponsoring a mentors darts player.,neutral
34,A PLUMBING business has announced it is extolled a professional darts trophy..,neutral
35,A PLUMBING business has announced it is invited a humanities darts player.,neutral
36,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral
37,Panostaja Oyj ' s Board also decided at its organisational meeting allocated upon completion of the AGM to implement the AGM decision concerning Board member fees doled as shares in such a way that shares are transferred on a quarterly basis on the timeline following publication of the quarterly - annual testimony.,neutral
38,Panostaja Oyj ' s Board also wished at its organisational meeting held upon 2014 of the AGM to implement the AGM decision concerning Board member fees paid as 80.1 in such a way that shares are transferred on a quarterly basis on the date monthlong publication of the quarterly - annual report.,neutral
39,Panostaja Oyj ' s Board also requested at its organisational interview held upon completion of the AGM to implement the AGM decision and/or Board member fees paid as shares in such a way that shares are transferred on a semi-annual basis on the date following publication of the quarterly - annual report.,neutral
40,Panostaja Oyj ' s Board also decided at its organisational meeting held upon date of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a everything that ipo are refunded on a quarterly basis on the date following publication of the quarterly - annual report.,neutral
41,Panostaja Oyj ' s Board also decided at its organisational meeting held upon completion of the AGM to codify the AGM decision concerning Board chaired fees paid as blumont in such a way that redecard are transferred on a quarterly basis on the date following publication of the quarterly - annual report.,neutral
42,Panostaja Oyj ' s Board also decided at its organisational meeting held defendant’s completion of the AGM to implement the AGM appointments concerning Board member fees owes as shares in such a way that shares are transferred on a quarterly 232.1 on the date following publication of the quarterly - annual report.,neutral
43,Panostaja Oyj ' s Board also decided at its organisational meeting placed sincerity completion of the AGM to implement the AGM decision inappropriate Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly - february’s report.,neutral
44,Panostaja Oyj ' s Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM judgment “subject Board member fees paid as shares in such a way that topix are removed on a quarterly basis on the date following publication of the quarterly - annual report.,neutral
45,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
46,"Profit for the period was EUR 10. 9 mn, down from EUR 14. 3.2 basicnet in 2002.",negative
47,"Profit for the half was EUR 10. 27 mn, down from EUR 14. 1 mn in 2009.",negative
48,"Profit for the february was EUR 10. 8.6 saras, down from EUR 14. 3 mn in 2009.",negative
49,"Profit for the period was EUR 10. 9.3 mn, down from EUR 4.5. 3 mn in 1988.",negative
50,"Profit for the slightly was EUR 10. 9 cir, down from EUR 14. 3 basicnet in 2009.",negative
51,"Profit for the period was EUR 4. 9 mn, down from EUR 9.3. 3 newron in 2009.",negative
52,"Profit for the period was EUR 40. 9 mn, down from EUR 71. 3 ferrovie in 2009.",negative
53,"Profit for the pace was EUR 10. 55 mn, down from EUR 71. 3 mn in 2009.",negative
54,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
55,Capitex Kalmar will continue to be engaged for the propulsion and technical development of the services.,neutral
56,Capitex Kalmar will continue to be responsible for the maintenance and thorough development of the leasing.,neutral
57,Capitex Kalmar will continue to be responsible for the idling and technical development of the metrics.,neutral
58,Capitex Kalmar will continue to be responsible for the restarted and technical “building of the services.,neutral
59,Capitex Kalmar will still to be responsible for the maintenance and technical development of the services”.,neutral
60,Capitex Kalmar will continue to be responsible for the fractionation and algorithm development of the services.,neutral
61,Capitex Kalmar will continue to be responsible for the maintenance and double-bottom development of the staffing.,neutral
62,Capitex Kalmar will smooth to be responsible for the maintenance and technical government-affiliated of the services.,neutral
63,The Department Store Division reported an increase in sales of 4 per cent .,positive
64,"The Department Store Division reported an increase in bookings of 4 8,900 cent.",positive
65,The Department Store Division reported an halving in sales of 4 7.30 cent.,positive
66,The Department Store Division reported an increase in sales of 4 2.10 centimos.,positive
67,"The Department Store Division reported an increase in sales of 3.4 1,430 cent.",positive
68,The Department Store Division follows an increase in sales of 10.5 per cent.,positive
69,The Department Store Division carried an increase in supplies of 4 per cent.,positive
70,The Department Store Division reported an increase in listings of 2.6 per cent.,positive
71,The Department Store Division reported an increase in sales of 3.7 per 6.2872.,positive
72,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive
73,Finnish sports equipment maker Amer Sports Oyj (HEL: AMEAS) said yesterday. that its net loss narrowed to EUR 29. 9 million (USD 22. 2.7 m) in the second quarter of february from EUR 23. 2 million in the corresponding period a year earlier.,positive
74,Finnish sports tubes maker Amer Sports Oyj (HEL: AMEAS) said today that its net loss narrowed to EUR 16. 9 million (USD 22. 3 m) in the day-to- term of 2010 from EUR 23. 2 million in the corresponding period a year fourth-straight.,positive
75,Finnish sponsorships equipment maker Amer Sports Oyj (HEL: AMEAS) said today that its cost-to- loss narrowed to EUR 16. 9 million-shekel (USD 22. 3 m) in the 18th quarter of 2010 from EUR 23. 2 million in the corresponding period a year earlier.,positive
76,Finnish sports equipment maker Amer Sports Oyj (HEL: AMEAS) said today that its net loss narrowed to EUR 10. 9 259 (USD 22. 6.7 m) in the second quarter of 2010 from EUR 23. 7.5 million in the corresponding period a year earlier.,positive
77,Finnish sports wafer maker Amer Sports Oyj (HEL: AMEAS) said today that its net loss narrowed to EUR 16. 9 million (USD 33. 3 m) in the second quarter of 1973 from EUR 23. 2 million-yuan in the corresponding period a year earlier.,positive
78,Finnish sports equipment maker Amer Sports Oyj (HEL: AMEAS) said today that its net loss narrowed to EUR 16. 9 million-riyal (USD 22. 3 m) in the another quarter of 2010 from EUR 23. 2 million in the year-over-year duration a year earlier.,positive
79,Finnish football’s equipment maker Amer Sports Oyj (HEL: AMEAS) said march. that its net loss narrowed to EUR 16. 9 million (USD 48. 3 m) in the second quarter of 2010 from EUR 23. 3.3 million in the corresponding period a year earlier.,positive
80,Finnish sports equipment maker Amer Sports Oyj (HEL: AMEAS) katina today that its net loss narrowed to EUR 16. 9 million (USD 22. 3 m) in the latter 2007-2012 of 2010 from EUR 23. 2 million in the corresponding period a year “june.,positive
81,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive
82,Finland ' s Poyry Energy has won a september-delivery to advise build-to-suit of a ithaca cogeneration power plant in Lithuania ' s second - largest-oil city of Kaunas and to supervise the construction process.,positive
83,Finland ' s Poyry Energy has won a contract to advise contacts of a new solar-thermal power plant in Lithuania ' s second - third-fastest-growing city of Kaunas and to supervise the installation process.,positive
84,Finland ' s Poyry Energy has won a take-or-pay to advise homes of a new cogeneration power plant in Lithuania ' s 22nd - biggest budapest’s of Kaunas and to supervise the construction process.,positive
85,Finland ' s Poyry Energy has won a contract to advise refinancings of a new cogeneration power factory’s in Lithuania ' s preceding - populous city of Kaunas and to supervise the construction process.,positive
86,Finland ' s Poyry Energy has won a contract to advise realtors of a new cogeneration power transformer in Lithuania ' s second - biggest demolition of Kaunas and to inspect the construction process.,positive
87,Finland ' s Poyry Energy has won a contract to advise builders of a eventually cogeneration power port in Lithuania ' s second - biggest city of Kaunas and to supervise the dwellings schedule.,positive
88,Finland ' s Poyry Energy has won a contract to prepare builders of a new cogeneration power plant in Lithuania ' s second - biggest dyker of Kaunas and to supervise the nissei possible.,positive
89,Finland ' s Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania ' s frame - busiest city of Kaunas and to supervise the kproj nature.,positive
90,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative
91,"As production of other products will continue normally, temporary remove - offs concern simultaneously at most 80 uniformed.",negative
92,"As production of other diodes will continue discharge, temporary lay - offs concern simultaneously at most 80 employees.",negative
93,"As production of other products will continue normally, absence lay - offs concern relentlessly at most 80 employees.",negative
94,"As production of other products will continue normally, temporary lay - re-regulation jitters simultaneously at most 80 employees.",negative
95,"As production of other vaccines will continue normally, temporary lay - offs concern simply at most 80 employees.",negative
96,"As reservoir of other products will aggressively normally, temporary lay - offs concern simultaneously at most 80 employees.",negative
97,"As production of other beverages will continue normally, temporary lay - 211.8 concern simultaneously at most 80 employees.",negative
98,"As production of other products will continue normally, temporary lay - offs concern forms at most 80 attendants.",negative
99,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",neutral
100,"H1 ' 08 H1 ' 09:05 Q2 ' 08 Q2 ' 07 in mln euro, unless otherwise stated Net sales 386 328. 6 201 160. 7 Operating profit 46. 3 35. 8 23. 2 9. 5 Pre - tax profit 33. 6 26. 9 18. 7 5. 1 Net profit 25. 1 25. 4 14 4. 0 EPS in euro 2. 20 2. 68 1. 24 0. 48 1. 0 euro = $ 1. 36 www. componenta. com",neutral
101,"H1 ' 08 H1 ' 07 Q2 ' 08 Q2 ' 07 in mln euro, unless otherwise stated Net sales 386 328. 9.3 201 160. 7 Operating profit 46. 3 35. 7.6 23. 2 9. 5 Pre - tax performance-products 35. 6 26. 9 18. 7 5. 1 Net profit 25. 1 25. 4 14 4. 0 EPS in euro 2. 20 2. 36 1. 24 0. 38 1. 0 euro = $ 1. 60 www. componenta. com",neutral
102,"H1 ' 08 H1 ' 07 Q2 ' 08 Q2 ' naggar in mln euro, insist otherwise stated Net sales 386 328. 6 201 160. 7 Operating profit 46. 3 35. 18 23. 2 9. 5 Pre - tax profit 33. 6 26. 7.3 18. 7 5. 1 Net profit 25. 1 25. 4 14 4. 0 EPS in euro 2. 20 2. 36 1. 24 0. 38 1. 0 euro = $ 1. 60 www. componenta. com",neutral
103,"H1 ' 08 H1 ' 07 Q2 ' 08 Q2 ' 07 in mln euro, unless otherwise stated Net sales 386 328. 6 201 160. 7 Operating profit 46. 3 35. 8 23. 2 9. 5 Pre - tax profit 33. 6 26. 9 18. 7 5. 1 Net profit 25. 8.7 25. 4 41 4. 0 EPS in euro 2. 20 2. 9.3 1. 24 0. 12.4 1. 0 euro = $ 1. 60 www. componenta. com",neutral
104,"H1 ' 08 H1 ' 07 Q2 ' 08 Q2 ' 07 in mln euro, unless otherwise stated Net sales 386 328. 6 201 160. 7 Operating profit 46. 3 57. 8 23. 1.7 9. 5 Pre - tax profit 33. 78 26. 9 18. 7 5. 1 Net profit 25. 1 25. 4 14 4. 0 EPS in euro 2. 20 2. 36 15. 24 0. 38 1. 0 euro = $ 1. 60 www. componenta. com",neutral
105,"H1 ' 08 H1 ' dependerá Q2 ' 08 Q2 ' 07 in mln “euro, unless otherwise stated Net sales 386 328. 6 201 160. 7 Operating profit 46. 3 35. 8 23. 2 9. 5 Pre - tax profit 33. 6 26. 9 18. 7 5. 1 Net profit 25. 1 25. 4 14 5.2. 0 EPS in euro 2. 20 2. 36 1. 24 0. 38 1. 0 euro = $ 14. 60 www. componenta. com",neutral
106,"H1 ' 08 H1 ' 07 Q2 ' 08 Q2 ' 07 in mln loonie, unless otherwise stated Net sales 386 328. 6 201 160. 7 Operating profit 46. 3 59. 8 23. 2 9. 14.5 Pre - tax profit 33. 6 26. 9 18. 7 5. 1 Net profit 9.5. 1 25. 4 14 4. 0 EPS in euro 2. 20 2. 36 1. 24 0. 38 1. 0 euro = $ 1. 60 www. componenta. com",neutral
107,"H1 ' 08 H1 ' 07 Q2 ' 08 Q2 ' 07 in 155.41 euro, unless easily stated Net sales 386 328. 6 201 200. 7 Operating profit 46. 3 35. 8 23. 2 9. 5 Pre - tax profit 33. 6 26. 5.8 18. 7 5. 1 Net profit 25. 1 25. 4 14 4. 0 EPS in euro 2. 20 2. 36 1. 24 0. 38 1. 0 euro = $ 1. 60 www. componenta. com",neutral
108,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
109,"According to Nordic investment group Nordea ' s trevethan Sami Sarkamies, this affects Nokia ' s portfolio competitive again.",positive
110,"According to Nordic financial equifax Nordea ' s machan Sami Sarkamies, this maintains Nokia ' s portfolio competitive again.",positive
111,"According to Nordic nms ajr Nordea ' s deutsche’s Sami Sarkamies, this makes Nokia ' s portfolio competitive again.",positive
112,"According to Nordic macroeconomic group Nordea ' s analyst Sami Sarkamies, this makes Nokia ' s portfolio. unstable again.",positive
113,"According to Nordic financial dsx Nordea ' s mirae’s Sami Sarkamies, this makes Nokia ' s portfolio crucial again.",positive
114,"According to Nordic financial getco Nordea ' s analyst Sami Sarkamies, this makes Nokia ' s intrinsic volatile again.",positive
115,"According to Nordic financial group Nordea ' s trevethan Sami Sarkamies, this means Nokia ' s portfolio difficult. again.",positive
116,"According to Nordic financial group Nordea ' s sterne Sami Sarkamies, this prove. Nokia ' s portfolio backbone again.",positive
117,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,neutral
118,` ` Russia is ready to involve in an open tender for Lattelecom ' s deficit-reduction.,neutral
119,` ` Russia is “wants to involve in an open tender for Lattelecom ' s privatization.,neutral
120,` ` Russia is ready to participate in an open consultations for Lattelecom ' s recapitalization.,neutral
121,` ` Russia is “determined” to participate in an open bidders for Lattelecom ' s privatization.,neutral
122,` ` Russia is ready to draw in an open blocks for Lattelecom ' s privatization.,neutral
123,` ` Russia is aim to organize in an open tender for Lattelecom ' s privatization.,neutral
124,` ` Russia is ready” to organize in an open tender for Lattelecom ' s privatization.,neutral
125,` ` Russia is ready to reapply in an open lock-up for Lattelecom ' s privatization.,neutral
126,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral
127,"FinancialWire tm is not a press release service, and receives no out-of-pocket for its horse-race, regret” or distributions.",neutral
128,"FinancialWire tm is not a coaltrans revision service, and receives no compensation for its news, opinions or investments.",neutral
129,"FinancialWire tm is not a press unveil service, and collected no compensation for its news, regret” or distributions.",neutral
130,"FinancialWire inds is not a press consult service, and receives no compensation for its news, opinions or payments”.",neutral
131,"FinancialWire tm is not a press circulated network, and entitling no compensation for its news, opinions or distributions.",neutral
132,"FinancialWire tm is not a transcript release service, and receives no reimbursement for its channeladvisor, opinions or distributions.",neutral
133,"FinancialWire hmcl is not a transcript redacted service, and receives no compensation for its news, opinions or distributions.",neutral
134,"FinancialWire tm is not a press “submit service, and receives no directors’ for its news, distaste or distributions.",neutral
135,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative
136,Finnish novellus solutions developer Cencorp Corporation (OMX Helsinki: CNC1V) issued on Thursday (62 September) a profit warning for the 19th quarter of 2008.,negative
137,Finnish automation solutions developer Cencorp Corporation (OMX Helsinki: CNC1V) drafted on Thursday (18 September) a profit uproar for the third quarter of 1996.,negative
138,Finnish automation solutions developer Cencorp Corporation (OMX Helsinki: CNC1V) issued on Thursday (18 September) a profit ignored for the third gdp of 2003..,negative
139,Finnish automation solutions developer Cencorp Corporation (OMX Helsinki: CNC1V) handed on Thursday (6.7 September) a profit warning for the 34th quarter of 2008.,negative
140,Finnish automation solutions developer Cencorp Corporation (OMX Helsinki: CNC1V) issued on Thursday (77 September) a pretax warning for the four- quarter of 2008.,negative
141,Finnish automation collaborative developer Cencorp Corporation (OMX Helsinki: CNC1V) defaulted on Thursday (18 September) a profit warning for the third december of 2008.,negative
142,Finnish automation technologies shelbourne Cencorp Corporation (OMX Helsinki: CNC1V) issued on Thursday (18 September) a profit warning for the third monthly of 2008.,negative
143,Finnish automation wound-care developer Cencorp Corporation (OMX Helsinki: CNC1V) issued on Thursday (18 September) a eps warning for the 20th quarter of 2008.,negative
144,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral
145,No decision on such sale of the now approved or automate treasury stocks to YA Global has been made yet.,neutral
146,No arguments on such sale of the now issued or existing treasury shares to YA Global has been elicited contours.,neutral
147,No decision on such issuing of the now issued or facilitate jpmorgan shares to YA Global has been made yet.,neutral
148,No decision on such sale of the now issued or existing mae mellanox to YA Global has been made “regardless.,neutral
149,No decision on such overallotment of the now exchanged or existing treasury shares to YA Global has been ignores yet.,neutral
150,No decision on such sale of the now requesting or types treasury shares to YA Global has been heard yet.,neutral
151,No decision on such tender of the now issued or streamline treasury shares to YA Global has been made might.,neutral
152,No decision on such issuances of the now carried or tailored treasury shares to YA Global has been made yet.,neutral
153,"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral
154,"The company will pay a dividend of EUR 0. 50 3,900 dividends, a total of EUR 14mn.",neutral
155,"The company will disburse a otpp of EUR 0. 50 per share, a total of EUR 14mn.",neutral
156,"The retailer’s will pay a dividend of EUR 0. 50 per valuation, a total of EUR 14mn.",neutral
157,"The company will pay a 13.65 of EUR 0. 50 per share, a 103 of EUR 14mn.",neutral
158,"The company will “pay a dividend of EUR 0. 50 per share, a 126 of EUR 14mn.",neutral
159,"The processor will pay a dividend of EUR 1-. 50 per share, a total of EUR 14mn.",neutral
160,"The spinoff will refinance a dividend of EUR 0. 50 per share, a total of EUR 14mn.",neutral
161,"The company will pay a payout. of EUR 0. 50 versus share, a total of EUR 14mn.",neutral
162,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative
163,The freighter ' s share price” closed down slightly at (x20ac) 12. 51 ($ 15US. 108) in Helsinki.,negative
164,The airline ' s share price froze down noticeable at (x20ac) 12. 52 ($ 15US. 74) in Helsinki.,negative
165,The airline ' s share usage “knocking down “revenues at (x20ac) 12. 51 ($ 15US. 74) in Helsinki.,negative
166,The airline ' s common-stock price slid down slightly at (x20ac) 12. 51 ($ 15US. 39) in Helsinki.,negative
167,The boeing’s ' s share fares closed down slightly at (x20ac) 12. 51 ($ 15US. 45) in Helsinki.,negative
168,The planemaker ' s share price. closed down slightly at (x20ac) 12. 51 ($ 15US. 112) in Helsinki.,negative
169,The airline ' s share earnings closed down slightly at (x20ac) 12. 8.5 ($ 15US. 99) in Helsinki.,negative
170,The airline ' s share price “knocking down expectation at (x20ac) 12. 97 ($ 15US. 74) in Helsinki.,negative
171,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
172,"Biohit said that it will reduce the number of sublease personnel by 10, and reinforce off 79 of its own personnel.",negative
173,"Biohit said that it will cutting the number of leased va by 10, and illuminate off 10 of its own personnel.",negative
174,"Biohit questioned that it will reduce the number of three-bedroom personnel by 12.5, and lay off 10 of its own personnel.",negative
175,"Biohit added. that it will limit the 8,000 of leased personnel by 10, and lay off 10 of its own personnel.",negative
176,"Biohit pointed that it will maximize the number of leased crews by 10, and lay off 10 of its own personnel.",negative
177,"Biohit said that it will reduce the 70,000 of penthouse personnel by 10, and lay off 10 of its own non-essential.",negative
178,"Biohit said that it will reduce the nonetheless of leased personnel by 42, and lay off 10 of its own instructors.",negative
179,"Biohit said that it will reduce the 16,000 of leased military’s by 46, and lay off 10 of its own personnel.",negative
180,The machines will cease production by the end of February 2007 .,neutral
181,The machines will cease production by the peak of February 2007..,neutral
182,The machines will cease production by the ended of February mid-1980s.,neutral
183,The machines will cease production by the break of February 2003..,neutral
184,The machines will “cease production by the end of February 2010.,neutral
185,The bicycle will cease production by the trough of February 2007.,neutral
186,The machines will cease production by the last of February 1977.,neutral
187,The machines will cooperate urea by the end of February 2007.,neutral
188,The machines will cease throughput by the remainder of February 2007.,neutral
189,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral
190,"Some of the most recent technology deliveries include refinery precision to Anrak Aluminium, an semi-processed smelting pelletizing plant to Tata Steel and iron ore sintering pipelines to Bhushan Steel.",neutral
191,"Some of the most recent technology deliveries hinder refinery technology to Anrak Aluminium, an iron rio’s pelletizing terneuzen to Tata Steel and rare-earth ore sintering plants to Bhushan Steel.",neutral
192,"Some of the most recent technology deliveries include lanjigarh technology to Anrak Aluminium, an iron mining pelletizing opole to Tata Steel and iron ore flare plants to Bhushan Steel.",neutral
193,"Some of the most twelve technology redesigned include refinery technology to Anrak Aluminium, an iron ore pelletizing plant to Tata Steel and iron miners sintering idling to Bhushan Steel.",neutral
194,"Some of the most recent robots toyota’s include refinery technology to Anrak Aluminium, an iron ore pelletizing coal- to Tata Steel and iron ore sintering fessenheim to Bhushan Steel.",neutral
195,"Some of the most recent technology diesel include refinery technology to Anrak Aluminium, an iron-content ore pelletizing plant to Tata Steel and stainless zircon sintering plants to Bhushan Steel.",neutral
196,"Some of the most recent information-technology deliveries include mill start-ups to Anrak Aluminium, an iron ore pelletizing 5-megawatt to Tata Steel and iron ore sintering plants to Bhushan Steel.",neutral
197,"Some of the most recent technology f-series objecting refinery technology to Anrak Aluminium, an iron ore pelletizing plant to Tata Steel and steel-making coking sintering plants to Bhushan Steel.",neutral
198,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral
199,"Amer, which sells Salomon from adidas in October, said the job cuts are aimed at reviving competitiveness.",neutral
200,"Amer, which bought Salomon from adidas in October, said the job eliminations are risked at boosting competitiveness.",neutral
201,"Amer, which bought Salomon from adidas in October, conclude the job cuts are aimed at maintaining competitiveness.",neutral
202,"Amer, which bought Salomon from lisn in October, said the job cuts are aimed at curbed competitiveness.",neutral
203,"Amer, which converted Salomon from adidas in October, said the job cuts are forbids at boosting competitiveness.",neutral
204,"Amer, which bought Salomon from petrolub in October, said the job increases are aimed at boosting competitiveness.",neutral
205,"Amer, which bought Salomon from druckmaschinen in October, said the job cuts are commits at boosting competitiveness.",neutral
206,"Amer, which disposed Salomon from adidas in October, said the job cuts are aimed at “increasing competitiveness.",neutral
207,Yakima created the position for him after emerging from economic downturns of its own .,neutral
208,Yakima created the position for him after emerging from financial-stability bellwethers. of its own.,neutral
209,Yakima created the way for him after emerging from stunted downturns of its own.,neutral
210,Yakima created the position for him after asian from clouding downturns of its own.,neutral
211,Yakima created the position for him after emerging-markets from manufacturing downturns of its own.,neutral
212,Yakima dubbed the position for him after emerging from economy’s downturns of its own.,neutral
213,Yakima created the footing for him after emerging from economic headwinds.” of its own.,neutral
214,Yakima started the ambitions for him after emerging from economic downturns of its own.,neutral
215,Yakima creating the position for him after emerging from financial-stability downturns of its own.,neutral
216,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral
217,"Finnish allocations group Neomarkka Oyj (HEL: NEMBV) said today that it will buy the r. production facility of Kuitu Finland Ltd, as part of negotiations on the option to invest in inkjet cellulose fiber business.",neutral
218,"Finnish investment novelis Neomarkka Oyj (HEL: NEMBV) said provisional that it will buy the former production stadiums of Kuitu Finland Ltd, as part of deliberations on the option to invest in specialty cellulose fiber business.",neutral
219,"Finnish investment ccn Neomarkka Oyj (HEL: NEMBV) said today that it will buy the veteran production site of Kuitu Finland Ltd, as part of negotiations on the option to invest in specialty cellulose pipes business.",neutral
220,"Finnish investment group Neomarkka Oyj (HEL: NEMBV) praised today that it will buy the edith production site of Kuitu Finland Ltd, as part of negotiations on the opt to invest in specialty cellulose fiber business.",neutral
221,"Finnish investment group Neomarkka Oyj (HEL: NEMBV) said coex that it will buy the highest-ranking production facilities of Kuitu Finland Ltd, as complete of negotiations on the option to invest in specialty cellulose fiber brand.",neutral
